Price,Address,Prop_type,Size,Bath,Bed
 1 500 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  53 m2 ,  2 ,  2 
 1 800 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Store,  252 m2 ,  4 ,  -- 
 1 750 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  44 m2 ,  1 ,  1 
 1 450 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  134 m2 ,  3 ,  4 
 1 550 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  112 m2 ,  0 ,  3 
 700 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Warehouse,  129 m2 ,  2 ,  -- 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  97 m2 ,  2 ,  2 
 1 800 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Duplex,  60 m2 ,  1 ,  1 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Belém  ",Condo/Apartment,  81 m2 ,  2 ,  2 
 2 320 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  58 m2 ,  1 ,  1 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  90 m2 ,  2 ,  3 
 5 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",House,  532 m2 ,  4 ,  5 
 2 980 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Duplex,  153 m2 ,  3 ,  3 
 990 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vila Franca de Xira  ",Condo/Apartment,  65 m2 ,  1 ,  2 
 55 000 €  /  Daily  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Sale of Business,  54 m2 ,  2 ,  -- 
 1 150 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  48 m2 ,  1 ,  1 
 2 700 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  112 m2 ,  2 ,  2 
 800 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  59 m2 ,  1 ,  1 
 850 €  /  Monthly  ," Lisboa -   Lisboa, Olivais  ",Condo/Apartment,  62 m2 ,  1 ,  2 
 1 000 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  48 m2 ,  0 ,  1 
 1 000 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  95 m2 ,  2 ,  3 
 1 150 €  /  Monthly  ," Lisboa -   Amadora, Encosta do Sol  ",Condo/Apartment,  126 m2 ,  0 ,  3 
 1 200 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",Condo/Apartment,  82 m2 ,  2 ,  2 
 750 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  55 m2 ,  1 ,  1 
 1 600 €  /  Monthly  ," Lisboa -   Loures, Camarate, Unhos e Apelação  ",Warehouse,  157 m2 ,  0 ,  -- 
 3 500 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  258 m2 ,  4 ,  4 
 2 750 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Store,  389 m2 ,  3 ,  -- 
 1 750 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Store,  66 m2 ,  2 ,  -- 
 4 000 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Store,  855 m2 ,  4 ,  -- 
 2 400 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  168 m2 ,  3 ,  4 
 1 400 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Condo/Apartment,  87 m2 ,  2 ,  3 
 3 600 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Store,  206 m2 ,  0 ,  0 
 1 100 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Condo/Apartment,  148 m2 ,  2 ,  3 
 750 €  /  Monthly  ," Lisboa -   Loures, Loures  ",Condo/Apartment,  63 m2 ,  1 ,  2 
 3 500 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Store,  90 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  38 m2 ,  1 ,  1 
 650 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  81 m2 ,  1 ,  2 
 1 750 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  38 m2 ,  0 ,  2 
 800 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  82 m2 ,  2 ,  3 
 250 €  /  Monthly  ," Lisboa -   Amadora, Venteira  ",Garage,  39 m2 ,  1 ,  -- 
 500 €  /  Monthly  ," Lisboa -   Lourinhã, Lourinhã e Atalaia  ",Store,  108 m2 ,  1 ,  -- 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Business Office,  140 m2 ,  1 ,  -- 
 700 €  /  Monthly  ," Lisboa -   Lisboa, Beato  ",Store,  132 m2 ,  1 ,  -- 
 1 400 €  /  Monthly  ," Lisboa -   Amadora, Alfragide  ",Condo/Apartment,  138 m2 ,  3 ,  3 
 1 000 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  90 m2 ,  1 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Store,  31 m2 ,  0 ,  -- 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  80 m2 ,  1 ,  1 
 2 400 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  110 m2 ,  1 ,  2 
 850 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  57 m2 ,  2 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  75 m2 ,  1 ,  3 
 3 900 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",House,  132 m2 ,  5 ,  5 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  42 m2 ,  1 ,  2 
 950 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Business Office,  162 m2 ,  1 ,  0 
 650 €  /  Monthly  ," Lisboa -   Amadora, Mina de Água  ",Store,  90 m2 ,  0 ,  0 
 1 600 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  38 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  26 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  26 m2 ,  1 ,  -- 
 3 500 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  90 m2 ,  3 ,  -- 
 1 250 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  61 m2 ,  1 ,  2 
 950 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Store,  50 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Condo/Apartment,  54 m2 ,  1 ,  2 
 1 650 €  /  Monthly  ," Lisboa -   Loures, Moscavide e Portela  ",Condo/Apartment,  131 m2 ,  3 ,  3 
 7 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  155 m2 ,  3 ,  3 
 380 €  /  Monthly  ," Lisboa -   Loures, Camarate, Unhos e Apelação  ",Store,  30 m2 ,  0 ,  -- 
 925 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Business Office,  28 m2 ,  0 ,  0 
 1 300 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Condo/Apartment,  121 m2 ,  2 ,  2 
 1 100 €  /  Monthly  ," Lisboa -   Amadora, Mina de Água  ",Store,  172 m2 ,  1 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  148 m2 ,  3 ,  3 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Olivais  ",Condo/Apartment,  71 m2 ,  1 ,  3 
 2 200 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",House,  300 m2 ,  2 ,  5 
 900 €  /  Monthly  ," Lisboa -   Lisboa, São Vicente  ",Condo/Apartment,  46 m2 ,  1 ,  1 
 4 000 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Store,  350 m2 ,  2 ,  -- 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  69 m2 ,  1 ,  2 
 1 700 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  118 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Store,  151 m2 ,  2 ,  -- 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  100 m2 ,  2 ,  4 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  102 m2 ,  2 ,  3 
 800 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  57 m2 ,  1 ,  1 
 2 200 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Sale of Business,  150 m2 ,  0 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Business Office,  38 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  95 m2 ,  1 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Store,  136 m2 ,  1 ,  -- 
 1 750 €  /  Monthly  ," Lisboa -   Loures, Bucelas  ",House,  153 m2 ,  3 ,  3 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  84 m2 ,  1 ,  2 
 1 100 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Business Office,  149 m2 ,  0 ,  -- 
 2 800 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  165 m2 ,  3 ,  4 
 2 100 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",Condo/Apartment,  118 m2 ,  3 ,  3 
 695 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Business Office,  45 m2 ,  1 ,  -- 
 1 700 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Store,  1456 m2 ,  4 ,  -- 
 675 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Garage,  106 m2 ,  1 ,  -- 
 5 000 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  209 m2 ,  2 ,  4 
 1 250 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Store,  112 m2 ,  2 ,  -- 
 700 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Others - Commercial,  326 m2 ,  0 ,  -- 
 850 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Condo/Apartment,  82 m2 ,  1 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  87 m2 ,  1 ,  2 
 800 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  69 m2 ,  1 ,  2 
 1 700 €  /  Monthly  ," Lisboa -   Sintra, São João das Lampas e Terrugem  ",House,  47 m2 ,  2 ,  3 
 1 800 €  /  Monthly  ," Lisboa -   Sintra, Algueirão-Mem Martins  ",House,  142 m2 ,  2 ,  4 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, São Vicente  ",Condo/Apartment,  51 m2 ,  1 ,  1 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  74 m2 ,  1 ,  2 
 1 850 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  105 m2 ,  2 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Store,  149 m2 ,  0 ,  -- 
 6 500 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Business Office,  209 m2 ,  2 ,  -- 
 850 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Business Office,  63 m2 ,  1 ,  -- 
 1 400 €  /  Monthly  ," Lisboa -   Mafra, Venda do Pinheiro e Santo Estêvão das Galés  ",Condo/Apartment,  255 m2 ,  3 ,  4 
 850 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  74 m2 ,  1 ,  2 
 2 900 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  230 m2 ,  0 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  103 m2 ,  2 ,  3 
 80 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Garage,  13 m2 ,  0 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  90 m2 ,  1 ,  2 
 1 350 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  73 m2 ,  2 ,  1 
 800 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Store,  113 m2 ,  0 ,  -- 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  71 m2 ,  1 ,  3 
 1 200 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  103 m2 ,  2 ,  2 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  123 m2 ,  2 ,  4 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Store,  66 m2 ,  3 ,  -- 
 1 300 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  92 m2 ,  2 ,  3 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  47 m2 ,  1 ,  0 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Condo/Apartment,  40 m2 ,  1 ,  1 
 8 150 €  /  Monthly  ," Lisboa -   Cascais, Alcabideche  ",House,  279 m2 ,  5 ,  4 
 2 750 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Warehouse,  253 m2 ,  3 ,  -- 
 1 981 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Business Office,  283 m2 ,  0 ,  0 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  54 m2 ,  1 ,  1 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  89 m2 ,  2 ,  2 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  142 m2 ,  2 ,  2 
 1 900 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Store,  87 m2 ,  0 ,  -- 
 2 480 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Business Office,  150 m2 ,  2 ,  -- 
 700 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Store,  44 m2 ,  0 ,  -- 
 1 150 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Business Office,  110 m2 ,  0 ,  -- 
 1 000 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  80 m2 ,  1 ,  1 
 1 550 €  /  Monthly  ," Lisboa -   Loures, Moscavide e Portela  ",Condo/Apartment,  122 m2 ,  3 ,  4 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Store,  90 m2 ,  1 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  64 m2 ,  1 ,  1 
 890 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  44 m2 ,  1 ,  1 
 2 400 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  91 m2 ,  2 ,  2 
 2 100 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  87 m2 ,  1 ,  2 
 2 700 €  /  Monthly  ," Lisboa -   Sintra, Colares  ",House,  100 m2 ,  4 ,  3 
 1 850 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  106 m2 ,  2 ,  2 
 1 300 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vila Franca de Xira  ",Condo/Apartment,  105 m2 ,  2 ,  3 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  116 m2 ,  2 ,  3 
 3 000 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Investment,  178 m2 ,  2 ,  -- 
 1 400 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  114 m2 ,  2 ,  3 
 750 €  /  Monthly  ," Lisboa -   Lisboa, Santa Clara  ",Business Office,  83 m2 ,  1 ,  0 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  72 m2 ,  0 ,  2 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  132 m2 ,  2 ,  3 
 2 200 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Condo/Apartment,  108 m2 ,  2 ,  3 
 2 500 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  206 m2 ,  3 ,  2 
 950 €  /  Monthly  ," Lisboa -   Loures, Loures  ",Store,  188 m2 ,  2 ,  0 
 1 670 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  100 m2 ,  2 ,  3 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  48 m2 ,  1 ,  1 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Business Office,  42 m2 ,  0 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vila Franca de Xira  ",Store,  390 m2 ,  5 ,  -- 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  70 m2 ,  1 ,  1 
 2 450 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  121 m2 ,  2 ,  2 
 1 000 €  /  Monthly  ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Duplex,  70 m2 ,  2 ,  1 
 875 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Business Office,  48 m2 ,  1 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  137 m2 ,  2 ,  3 
 1 000 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Business Office,  54 m2 ,  0 ,  -- 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Condo/Apartment,  68 m2 ,  1 ,  2 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  102 m2 ,  2 ,  4 
 1 100 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  67 m2 ,  1 ,  1 
 1 750 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  96 m2 ,  2 ,  2 
 1 650 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  115 m2 ,  2 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  83 m2 ,  2 ,  2 
 2 600 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  138 m2 ,  2 ,  3 
 1 450 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Store,  205 m2 ,  0 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  170 m2 ,  0 ,  4 
 1 300 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  94 m2 ,  2 ,  2 
 2 100 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  179 m2 ,  2 ,  3 
 150 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Garage,  25 m2 ,  0 ,  -- 
 1 750 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  112 m2 ,  2 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  114 m2 ,  2 ,  3 
 500 €  /  Monthly  ," Lisboa -   Amadora, Águas Livres  ",Store,  89 m2 ,  0 ,  -- 
 650 €  /  Monthly  ," Lisboa -   Oeiras, Barcarena  ",Store,  127 m2 ,  0 ,  -- 
 8 500 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",House,  428 m2 ,  0 ,  5 
 950 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  81 m2 ,  1 ,  2 
 1 000 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Store,  40 m2 ,  1 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Business Office,  80 m2 ,  1 ,  0 
 550 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Business Office,  30 m2 ,  0 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Store,  222 m2 ,  2 ,  0 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, São Vicente  ",Store,  50 m2 ,  2 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  80 m2 ,  2 ,  2 
 850 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  83 m2 ,  4 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Store,  128 m2 ,  2 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Mafra, Ericeira  ",House,  182 m2 ,  3 ,  3 
 2 500 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Store,  315 m2 ,  2 ,  -- 
 3 200 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  110 m2 ,  2 ,  3 
 2 250 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Duplex,  110 m2 ,  4 ,  3 
 7 000 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Warehouse,  715 m2 ,  0 ,  -- 
 800 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Business Office,  39 m2 ,  0 ,  -- 
 4 000 €  /  Monthly  ," Lisboa -   Mafra, Igreja Nova e Cheleiros  ",House,  311 m2 ,  0 ,  4 
 850 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  32 m2 ,  1 ,  0 
 2 000 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  90 m2 ,  2 ,  2 
 1 700 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  96 m2 ,  2 ,  2 
 3 200 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Duplex,  162 m2 ,  2 ,  1 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Business Office,  190 m2 ,  0 ,  6 
 3 100 €  /  Monthly  ," Lisboa -   Loures, Loures  ",House,  202 m2 ,  3 ,  3 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  118 m2 ,  2 ,  3 
 1 150 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  30 m2 ,  1 ,  1 
 1 900 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  96 m2 ,  2 ,  2 
 1 875 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  72 m2 ,  1 ,  1 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  55 m2 ,  1 ,  1 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  60 m2 ,  1 ,  2 
 450 €  /  Monthly  ," Lisboa -   Alenquer, Alenquer (Santo Estêvão e Triana)  ",Store,  140 m2 ,  0 ,  -- 
 250 €  /  Monthly  ," Lisboa -   Alenquer, Alenquer (Santo Estêvão e Triana)  ",Store,  45 m2 ,  0 ,  -- 
 300 €  /  Monthly  ," Lisboa -   Azambuja, Azambuja  ",Store,  90 m2 ,  0 ,  -- 
 300 €  /  Monthly  ," Lisboa -   Azambuja, Azambuja  ",Store,  90 m2 ,  0 ,  -- 
 300 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Store,  57 m2 ,  1 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  45 m2 ,  1 ,  1 
 3 200 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",House,  200 m2 ,  4 ,  5 
 700 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Store,  53 m2 ,  1 ,  -- 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  62 m2 ,  1 ,  2 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  95 m2 ,  1 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Belém  ",Store,  144 m2 ,  0 ,  -- 
